spend,date,supplier,region,relatedBOM_name,quantity,spend_type,franchise,material_category,subcategory,warehouse
52357.39,2023-04-25,D,Nicaragua,boy,44,Indirect,record,learn,firm,"270 Barbara Manors South Ronniehaven, CO 86821"
40694.99,2020-12-15,E,Kuwait,wonder,17,Capital,price,others,finally,"26915 Freeman Vista Lewisshire, PA 33587"
13083.24,2020-11-25,A,Wallis and Futuna,but,100,Indirect,assume,star,find,"145 Garcia Inlet Apt. 489 East Thomas, WA 95581"
81224.28,2020-09-02,D,Cape Verde,help,32,Indirect,attack,party,whatever,"801 Rivera Parks Suite 230 New Brian, GA 06281"
8009.96,2021-06-24,A,Nigeria,amount,100,Direct,life,and,single,"4303 Kenneth Crest Apt. 729 New Ryan, NM 11486"
73083.59,2020-08-22,B,Solomon Islands,section,77,Indirect,receive,remain,suddenly,"7672 Philip Crest Thompsonfort, CT 56208"
13126.29,2023-12-10,B,United States Minor Outlying Islands,identify,77,Direct,commercial,identify,heart,"79545 Samuel Freeway South Antonio, PR 36304"
16419.77,2023-10-19,D,Somalia,some,42,Direct,property,morning,like,"689 Brianna Lights Apt. 434 North Peter, AL 63174"
12200.95,2022-02-13,E,Cameroon,professor,96,Indirect,add,site,down,"33806 Travis Garden New Petermouth, WA 11240"
68168.73,2020-07-20,A,United States of America,forward,11,Indirect,best,interview,wall,"314 Wolfe Crescent New Holly, AR 31476"
76430.04,2023-01-02,A,Cook Islands,statement,83,Capital,benefit,suffer,method,"2186 Eric Shoals Apt. 217 Millerside, AZ 01026"
54018.05,2023-09-21,A,Korea,take,64,Capital,leave,debate,role,"025 David Lakes Suite 182 South Michaeltown, DC 48229"
57573.00,2021-01-12,E,Malawi,this,96,Indirect,hit,speech,she,"616 Kenneth Shore Apt. 665 East Matthewport, NC 53568"
6448.94,2020-10-11,E,Germany,nothing,99,Direct,Congress,feel,act,Unit 8817 Box 7835 DPO AE 25123
61119.77,2020-01-21,D,Cape Verde,student,95,Indirect,dark,material,future,"498 Hartman Road Leestad, VA 85660"
61623.84,2023-06-20,E,Austria,for,33,Capital,health,daughter,man,"0026 Ellis Cliffs Suite 242 Hudsonbury, SC 98607"
32005.73,2022-11-11,A,Tonga,leave,22,Capital,current,spring,trouble,"71073 Nicholson Inlet New Elizabeth, RI 36608"
83893.09,2023-05-29,E,Poland,above,68,Direct,determine,sell,he,"40244 Alicia Turnpike Suite 492 Melissamouth, NV 77304"
99953.75,2022-05-07,C,Montenegro,read,92,Direct,final,use,challenge,"650 Jones Heights Matthewville, FM 80769"
34646.03,2023-02-18,D,Samoa,skill,100,Indirect,test,class,chair,"49496 Megan Summit Andrewston, HI 20656"
24816.04,2023-04-06,A,Israel,face,42,Direct,structure,economic,parent,"940 Connie Via Apt. 246 Port Ryanshire, NH 87452"
32993.79,2023-11-28,E,Uruguay,he,1,Direct,clear,while,air,"4238 Felicia Drive South Tracyborough, AK 95360"
11222.92,2021-07-21,D,Northern Mariana Islands,eat,55,Capital,again,character,choose,"1866 Noah Place Suite 809 Scottfurt, PR 50314"
76826.57,2022-08-14,C,Venezuela,though,68,Indirect,although,during,TV,"5031 Kimberly Hollow South Kevinfort, GA 37078"
8778.32,2020-04-16,D,Guinea,data,25,Indirect,fly,situation,daughter,"000 Bruce Mountains Apt. 918 Kristopherside, TN 11989"
24003.00,2022-02-26,B,New Caledonia,girl,51,Direct,need,southern,body,"PSC 3242, Box 5139 APO AE 13156"
90620.44,2022-06-18,E,Reunion,show,30,Direct,civil,raise,product,"912 Soto Flat West Annastad, UT 55506"
60860.06,2021-03-14,B,Serbia,light,69,Direct,woman,item,official,"175 White Court Charlesberg, OH 77184"
47308.79,2022-06-29,A,Falkland Islands (Malvinas),try,83,Indirect,no,decade,could,"367 Klein Estates Lake Gregory, TX 44241"
59247.72,2022-09-13,E,Guyana,again,15,Indirect,enough,land,though,"388 Lauren Parkway Haydenport, AR 80829"
53031.62,2020-01-13,B,Spain,service,25,Direct,management,party,example,"498 Marquez Lodge Apt. 559 East Jessica, WA 94670"
3798.28,2020-12-14,D,Madagascar,begin,25,Capital,very,thousand,detail,"130 Michael Knolls Suite 922 Kylechester, UT 31874"
52000.81,2022-02-06,C,Solomon Islands,hot,82,Indirect,case,far,player,"13468 Castillo Mission Suite 204 Port Kimberlybury, MT 07180"
82736.35,2021-12-05,E,Mali,many,60,Indirect,low,forget,local,"53720 Stephen Ranch Suite 279 Burketon, WV 27865"
44934.19,2023-03-25,C,Lithuania,similar,82,Direct,brother,necessary,yet,"319 Desiree Park Apt. 514 North Richard, ND 43716"
56202.20,2020-07-01,E,Grenada,approach,58,Capital,view,every,officer,"463 Barnes Pines Apt. 626 South Michael, MT 88676"
70296.09,2022-01-28,A,Micronesia,for,50,Direct,management,develop,appear,"57630 Isabella Mountain Suite 559 Hayesview, PA 48700"
15303.30,2020-10-23,C,Reunion,last,44,Capital,ability,check,time,"42001 Harrison Unions Apt. 608 Collinsview, MH 68518"
33293.82,2020-08-12,C,Trinidad and Tobago,senior,28,Capital,old,four,position,"3295 Heather Ford Apt. 150 Port Davidton, AS 72562"
61986.55,2021-12-11,E,New Caledonia,increase,18,Indirect,tonight,nature,imagine,"61055 Kimberly Manors Johnberg, OH 58115"
81145.80,2023-11-17,B,South Africa,choose,58,Indirect,I,center,structure,"99659 Dennis Lodge Suite 083 Melissahaven, CA 44427"
97639.86,2023-10-29,D,Iran,similar,84,Direct,arrive,attorney,change,"11361 Lloyd Light Apt. 867 North Davidville, OK 64163"
88822.03,2022-11-25,C,Nepal,stay,56,Direct,tend,sure,now,"346 Morgan Hollow East Brucefort, AL 63852"
24798.17,2020-11-11,D,British Indian Ocean Territory (Chagos Archipelago),know,93,Direct,wear,region,radio,"8472 Brian Land Chenchester, SD 37976"
80140.24,2023-03-26,D,Kiribati,time,63,Capital,agent,full,his,"13661 Leslie Squares Deanport, TN 85169"
86772.75,2020-08-18,D,North Macedonia,when,78,Indirect,available,sound,feeling,"353 Douglas Gardens Port Katherineview, MT 43380"
28807.21,2023-04-25,B,Botswana,defense,87,Indirect,back,finish,staff,"218 Lindsay Road Suite 235 West Joseville, MN 61961"
42453.52,2021-02-06,B,Cuba,through,23,Direct,nearly,bring,join,"8994 Jerry Stream Patriciamouth, VT 20087"
15949.39,2021-03-25,A,Cape Verde,specific,1,Direct,color,maybe,increase,"072 Andrew Mall Apt. 000 Collinsport, SC 03186"
23501.15,2020-11-09,E,Iceland,agreement,25,Capital,bed,live,according,"62060 Carr Underpass West Nicole, WA 11844"
94780.91,2021-07-21,E,Montserrat,wife,82,Direct,little,including,under,Unit 3395 Box 7072 DPO AA 06384
94539.72,2023-03-01,A,Lithuania,yes,46,Indirect,center,face,seek,"98824 Benjamin Lights Charleneport, IA 62891"
35961.18,2020-11-27,E,Venezuela,perhaps,81,Indirect,range,want,wall,"310 David Road Lake Jordanborough, WA 01637"
61288.80,2023-06-10,C,Cook Islands,relationship,30,Indirect,ten,popular,receive,"58371 Patricia Lights South Robertmouth, MO 28771"
21244.17,2021-06-14,E,Christmas Island,hotel,97,Indirect,president,they,author,"70496 Lisa Mountain North Justinland, HI 76963"
58574.37,2021-02-03,C,Russian Federation,quite,59,Direct,when,agency,best,"3383 Dixon Parks North Michelleport, OH 92185"
53932.57,2023-04-15,B,United States of America,candidate,40,Indirect,as,not,out,"027 Ashlee Village Jesusburgh, WV 48166"
92330.90,2021-04-16,B,Sudan,opportunity,20,Indirect,memory,use,group,"91746 Troy Summit Apt. 981 Lake Roseport, FL 82655"
48854.55,2022-05-21,C,Bahamas,center,50,Indirect,professor,event,require,"9781 Hines Rapids Eddiefort, DC 70554"
976.98,2023-05-05,C,Italy,end,10,Indirect,likely,measure,only,"427 Richard Row Danielshire, MS 98657"
8522.91,2021-03-12,B,Cambodia,program,47,Direct,head,fish,learn,"76655 Bethany Mission Apt. 187 Port Jameston, MP 71298"
74770.04,2021-06-28,A,Dominican Republic,every,24,Capital,large,behind,unit,"85216 Taylor Valleys Suite 060 Jenniferside, RI 86307"
99367.70,2023-10-11,B,Antarctica (the territory South of 60 deg S),cost,1,Direct,physical,school,teacher,"39406 Norman Fork Lindseyshire, DE 54643"
46467.93,2022-04-17,C,Slovakia (Slovak Republic),spring,87,Capital,technology,history,tree,"715 Randall Turnpike Chadfort, WV 10626"
65911.65,2022-05-11,A,Andorra,check,52,Indirect,mean,president,parent,"827 Smith Coves Apt. 394 Ramosburgh, CA 33841"
67256.16,2021-08-10,E,Egypt,news,7,Capital,grow,left,particularly,USCGC Reyes FPO AE 04636
82471.78,2021-01-09,A,Cocos (Keeling) Islands,manager,55,Indirect,group,popular,agree,"8118 Brady Village Suite 943 Lake Dominiquechester, AS 36494"
91087.41,2022-03-12,B,Bermuda,able,75,Direct,such,design,throw,"72939 Daniel Valley Greerchester, AR 91079"
44280.26,2022-10-16,A,Czech Republic,oil,33,Capital,likely,money,own,"701 Payne Rest Suite 462 Johntown, MI 80073"
12884.25,2022-04-02,E,Turkey,explain,53,Direct,degree,course,course,"83560 Palmer Course North Rachelbury, TN 28258"
9089.36,2023-09-09,E,Angola,public,51,Direct,stage,foot,us,"8454 Fox Terrace Apt. 615 South Krystal, KY 37066"
24252.37,2020-08-16,C,France,style,27,Capital,idea,strong,discuss,"6742 Roberts Island Nelsonmouth, VA 09336"
70547.99,2020-08-24,C,Paraguay,part,83,Indirect,stuff,improve,treatment,"048 Stephanie Island Apt. 882 West Michael, WI 26926"
81136.97,2023-02-15,D,Jordan,set,23,Direct,be,law,past,USS Willis FPO AP 94126
20214.85,2021-06-07,A,Greenland,official,69,Capital,man,against,task,"797 Chase Groves Kimberlymouth, NV 76675"
83817.20,2022-05-27,C,Saint Pierre and Miquelon,its,51,Indirect,sign,any,we,"17503 Hill Grove Suite 806 Shortton, NV 15217"
10945.06,2023-03-04,B,Seychelles,common,79,Direct,record,main,behind,Unit 9396 Box 6767 DPO AE 36204
20352.04,2020-08-02,D,San Marino,state,52,Direct,PM,imagine,none,"9412 Berry Mountains New Brandonside, SD 46728"
52421.43,2023-11-23,E,Mongolia,read,99,Capital,child,commercial,population,"128 Fernando Common Apt. 176 Lake Kevinborough, KY 44075"
25746.56,2020-09-29,E,Nigeria,economic,84,Capital,campaign,speak,heart,"89626 Juan Union Davidfort, OR 20312"
95107.97,2023-04-20,B,Kazakhstan,practice,38,Indirect,along,guess,teach,"97202 Kelly Parkways New Chelsea, MS 36770"
15270.41,2020-11-01,C,Chad,evening,16,Indirect,back,mother,rock,"487 Bonilla Cape Apt. 468 Alexanderstad, OR 90459"
12528.71,2023-02-12,C,Paraguay,war,11,Indirect,see,only,present,"28103 Scott Center Apt. 053 Port Kevinshire, WA 40892"
38650.55,2021-04-01,D,Moldova,by,45,Capital,central,total,surface,"412 Anderson Views Stokesland, MS 89202"
99893.78,2021-01-29,A,Aruba,machine,43,Direct,change,owner,according,"74873 Baker Points New Traci, PW 55514"
53647.11,2022-10-29,E,Cocos (Keeling) Islands,black,8,Indirect,agreement,position,there,"68145 Carey Turnpike Suite 697 Lake Brittany, FM 57089"
9862.70,2023-09-29,D,Argentina,fine,37,Capital,door,treatment,president,"3557 Day Street Apt. 680 Barnesmouth, MS 69141"
29764.66,2021-04-01,A,Malawi,them,11,Indirect,outside,wrong,environment,"196 Hancock Radial New Stephaniemouth, GU 60748"
15411.65,2022-07-13,B,Monaco,drug,55,Indirect,use,financial,summer,"0813 Black Lane Apt. 667 Lewisfurt, IN 81767"
26366.70,2020-12-25,C,Falkland Islands (Malvinas),community,60,Capital,as,kid,help,"43864 Andrew Greens Tonychester, PA 60927"
25664.00,2020-11-22,C,Sao Tome and Principe,pattern,7,Direct,question,billion,air,"5075 Kevin Roads Jaimeview, SC 46998"
50367.72,2022-04-22,A,Haiti,pull,74,Direct,trial,thus,necessary,"04865 Bailey Villages East Susanfort, AR 14364"
46294.86,2022-06-29,C,Mauritania,thousand,19,Indirect,deal,bag,television,"33123 Ralph Center Laurastad, LA 65310"
16409.39,2023-07-23,D,Morocco,here,17,Indirect,box,himself,contain,"253 Adams Mountain Lisaland, ND 31858"
61178.74,2023-08-30,D,Bolivia,stuff,47,Capital,edge,east,design,"03917 Cynthia Lights Suite 770 Jerryfurt, CT 16618"
72013.80,2020-12-16,C,Korea,fire,39,Indirect,fly,foot,consumer,"2709 Hall Rue North Kelly, GU 93853"
14314.24,2022-09-29,D,Congo,serious,64,Direct,group,exactly,trade,"3754 Drew Orchard Suite 703 Lake Brittanyside, MD 16753"
70353.59,2022-04-23,D,Oman,stage,91,Capital,listen,good,will,"483 Charles Street Apt. 809 New Stephanieshire, WY 73833"
37033.23,2021-12-20,D,Lao People's Democratic Republic,place,26,Direct,energy,attack,prove,"7110 Stephanie Club Port Mary, PW 71550"
26461.57,2021-03-30,D,Jamaica,big,22,Direct,director,draw,pretty,"49079 Hansen Circles Lake Jessicamouth, WI 61118"
98.51,2021-04-16,E,Peru,market,54,Capital,behind,white,positive,"3824 Robin Mills Kathyport, MH 01480"
74257.76,2023-11-21,B,Japan,visit,19,Capital,win,yeah,why,"007 Weaver Pike Apt. 808 Wilsonburgh, PA 23517"
26532.53,2023-10-11,E,Sweden,may,26,Capital,political,family,along,"3840 Jasmine Stream West Christie, PW 90237"
12182.29,2023-02-12,E,Pitcairn Islands,black,99,Direct,vote,rather,close,USNV Davis FPO AP 14338
92004.04,2022-04-21,A,Svalbard & Jan Mayen Islands,performance,18,Direct,according,political,nation,"137 Rivera Trafficway Apt. 099 Philipbury, GA 07952"
4526.47,2020-10-18,B,Hong Kong,foreign,49,Capital,weight,woman,data,"PSC 5800, Box 0718 APO AA 91353"
54773.03,2022-04-10,D,American Samoa,if,90,Indirect,nearly,day,for,"PSC 7520, Box 4581 APO AP 49306"
40383.02,2022-07-30,A,Oman,event,81,Indirect,black,man,for,Unit 3027 Box 0665 DPO AE 54874
25989.03,2023-09-27,C,Guernsey,change,73,Direct,direction,experience,listen,"PSC 8090, Box 9793 APO AE 36830"
85721.20,2021-12-28,B,Bermuda,discussion,65,Capital,glass,design,carry,"923 Cheryl Underpass Apt. 485 Washingtonfurt, CA 29965"
79544.48,2023-09-20,C,Iran,far,74,Direct,real,draw,east,USNV Knapp FPO AE 50567
28898.52,2021-07-26,D,Slovenia,already,68,Indirect,me,former,very,"249 Sara Mount West Brianborough, VT 63704"
19495.05,2020-09-22,A,French Southern Territories,door,56,Capital,available,American,all,"868 William Port Stanleyfort, SD 07202"
74755.72,2021-03-24,B,Djibouti,whatever,21,Capital,investment,as,cup,"469 Derek Mews Suite 516 Dustinton, VI 03504"
92030.37,2021-04-10,B,Bangladesh,throw,38,Direct,writer,camera,front,"7401 Frost Highway Apt. 019 Tonyaside, MH 74866"
45937.69,2020-07-20,D,Netherlands Antilles,six,57,Direct,play,outside,wall,"9475 Evans Shoals Wardland, DC 30779"
33105.16,2022-06-22,A,Thailand,reach,48,Indirect,hope,defense,why,"910 Berry Bypass Apt. 799 Rodneymouth, PA 51536"
60020.48,2020-04-11,A,Christmas Island,heavy,70,Capital,crime,full,here,"32985 Blackwell Alley Apt. 536 Jenniferland, MP 98439"
40057.41,2023-07-12,E,Guinea,successful,13,Indirect,decade,plant,rate,"4985 Torres Place Lake Williamfort, AS 32844"
99422.94,2022-04-07,C,Tokelau,expert,1,Capital,animal,simple,cover,Unit 5832 Box 5877 DPO AP 61072
83629.68,2021-02-04,C,Kuwait,sense,81,Capital,image,ready,whom,"3306 Melvin Expressway South Annashire, VT 40403"
76381.25,2021-08-08,A,Tuvalu,gun,49,Direct,edge,challenge,out,"33967 James Ridge Lake Paulburgh, ID 47208"
33443.94,2020-08-12,E,Swaziland,recent,26,Indirect,part,cup,age,"150 Gary Shoal Suite 407 West Sarah, UT 49066"
26039.56,2021-04-20,C,Portugal,area,56,Capital,charge,price,claim,"368 Veronica Mission Apt. 455 Andrewmouth, NJ 77660"
75570.37,2022-05-15,E,Saudi Arabia,media,86,Direct,sing,crime,movie,"90343 Moreno Throughway Apt. 952 North Seanhaven, ND 40823"
82962.58,2022-08-20,A,Kiribati,surface,100,Indirect,seat,campaign,less,"0219 Hansen Street New Victoriaport, VI 45215"
68035.62,2021-12-19,B,Somalia,range,63,Capital,room,lawyer,expect,"2298 Williams Dale Suite 658 Butlermouth, AZ 22212"
57318.19,2022-08-30,A,Cook Islands,between,85,Capital,reason,democratic,wall,"27315 Jesse Junctions South Anthony, AS 86627"
20571.11,2021-07-02,A,Djibouti,tree,87,Direct,take,address,enjoy,"602 Lee Lakes Apt. 067 North Sethton, NH 77266"
15116.83,2020-08-03,D,Western Sahara,admit,23,Direct,buy,forget,mouth,Unit 3767 Box 7229 DPO AA 33337
12495.23,2021-10-12,D,Northern Mariana Islands,soldier,4,Direct,reason,arm,trouble,"8275 Diaz Locks West Carlosport, IN 76952"
18715.61,2022-04-25,A,Monaco,show,40,Capital,however,hair,leave,"66134 Barbara Stream Suite 140 Troystad, WI 80437"
31240.18,2023-09-08,E,Japan,dog,20,Indirect,produce,benefit,argue,USS Davis FPO AP 37799
18010.00,2020-01-31,D,Niue,increase,13,Direct,usually,strong,decide,"372 Miguel Corners Suite 672 Paigemouth, FL 08340"
71791.35,2020-09-04,C,Sudan,must,85,Indirect,among,hot,live,USNV Key FPO AA 87756
37801.24,2020-08-17,D,Saint Lucia,baby,62,Direct,cup,throw,opportunity,"92703 Jessica Villages Port Bridgethaven, GU 65888"
92115.28,2023-02-04,A,South Africa,production,86,Capital,set,city,certain,"2116 Bryant Forges Suite 218 Gregorybury, MH 85101"
62384.11,2020-04-24,A,French Southern Territories,eye,70,Direct,hope,never,these,"PSC 8899, Box 5655 APO AE 86593"
67731.14,2021-08-24,B,Equatorial Guinea,serve,60,Indirect,smile,bill,level,"04619 Smith Canyon Whiteton, DC 50110"
85073.94,2021-12-03,A,Zimbabwe,common,19,Indirect,hit,citizen,determine,"6965 Hughes Rue Sarahshire, KY 91253"
19163.59,2022-11-22,B,Czech Republic,cultural,7,Indirect,election,with,body,"555 Jenna Hollow Apt. 906 Port Jamieside, MO 97167"
17225.33,2021-05-21,E,Lesotho,both,66,Capital,serve,live,medical,"640 Brock Roads Suite 949 Port Jenniferburgh, VI 56836"
42992.37,2020-06-04,C,Nicaragua,hotel,71,Direct,sort,these,require,"493 Austin Lakes Curtischester, MP 99003"
23531.65,2021-10-31,A,Greece,mission,14,Capital,medical,apply,foreign,"8437 Jeremy Key Torresville, NV 22679"
76122.73,2020-11-08,E,Togo,front,61,Indirect,into,hotel,police,Unit 4946 Box 4721 DPO AE 56589
24528.99,2021-01-20,D,New Zealand,garden,2,Indirect,smile,once,less,"57385 Barbara Via Suite 684 Walkerfort, WA 64214"
92765.34,2022-10-27,B,Kiribati,there,37,Capital,buy,benefit,move,"62693 Thomas Glen East Markside, NV 17881"
33658.14,2020-10-31,D,Marshall Islands,maybe,89,Indirect,series,American,whether,"289 Jacobs Ville Apt. 414 Leechester, MO 95618"
40837.52,2022-09-26,A,Ethiopia,remain,55,Capital,hard,summer,best,"443 Hines Valleys Brownville, VA 55588"
63902.90,2023-03-19,E,Singapore,area,40,Direct,first,majority,as,"664 Amanda Greens North Haleyport, MS 78601"
64300.19,2020-05-09,C,Bulgaria,summer,9,Capital,someone,civil,tree,"529 Taylor Tunnel Suite 716 East Brenda, PW 45973"
11153.09,2022-06-29,C,Tunisia,recognize,12,Capital,reveal,him,add,"520 Wells Extension Thomasshire, AR 82859"
9735.48,2023-10-18,D,Djibouti,help,23,Indirect,door,perhaps,product,"PSC 7506, Box 4417 APO AA 13033"
80283.50,2023-07-22,B,Ecuador,exactly,96,Direct,civil,wrong,letter,"5867 Williams Orchard Port Erikfurt, DC 22251"
73378.67,2023-01-31,A,Denmark,experience,69,Indirect,prove,off,baby,"3745 Weeks Corner East Williamfort, VT 98214"
4848.15,2022-12-28,A,Cuba,weight,52,Indirect,north,build,phone,"460 Michael Mill Apt. 245 Port Andrewtown, WV 03709"
22251.56,2021-11-16,C,Mauritius,collection,68,Direct,suddenly,TV,hit,"22344 Johnson Alley South Jerrybury, VI 00682"
17986.04,2023-03-02,E,Maldives,through,54,Capital,clear,board,go,"856 Leslie Lakes Suite 725 South Andreside, CT 97144"
52688.55,2023-03-06,E,Saint Kitts and Nevis,relate,4,Direct,course,sign,reflect,"20705 Christine Grove Calebmouth, MH 78207"
18626.20,2021-01-08,D,Egypt,threat,97,Direct,if,end,area,"8647 Hernandez Land Apt. 488 Durhamburgh, AR 97643"
10106.46,2023-07-14,B,Svalbard & Jan Mayen Islands,blue,37,Indirect,economy,none,western,"092 Patton Loop Apt. 401 Wendyberg, CT 33857"
89695.67,2022-08-20,B,Lesotho,go,63,Indirect,memory,his,throw,"776 David Mission Apt. 248 New Ralphview, CO 14212"
97567.97,2023-03-28,D,Tokelau,people,60,Indirect,work,study,next,"961 Clark Square Erinfort, IN 15150"
25071.26,2022-01-30,E,Ethiopia,no,1,Capital,heavy,check,scene,"4018 Margaret Rue Apt. 253 Jasonmouth, AR 84105"
87203.89,2020-07-01,C,Bulgaria,sea,1,Indirect,fire,better,need,USNS Blair FPO AE 66165
15702.51,2020-04-22,D,Bosnia and Herzegovina,politics,30,Capital,face,several,science,USS Osborne FPO AP 64161
14945.51,2022-07-01,E,Timor-Leste,seven,14,Capital,thousand,national,author,"9471 Michelle Village Apt. 233 Lake Daniellefurt, IN 71579"
73464.85,2020-07-23,C,Malawi,guy,10,Direct,probably,learn,set,"2949 Carlson Lakes West Samuel, WI 40767"
83242.15,2020-07-12,C,Nauru,stand,66,Capital,true,office,threat,"636 Samuel Fields Suite 826 Port Jacobmouth, NY 17688"
72533.10,2022-09-29,B,Canada,small,89,Indirect,with,same,cup,Unit 1677 Box 2643 DPO AE 80575
60987.69,2021-04-20,D,Oman,such,41,Capital,beyond,anyone,hand,"430 Kristi Vista Apt. 521 Port Stephanie, CO 34265"
70128.23,2021-04-15,D,Tanzania,they,95,Direct,image,product,someone,"41409 Collier Spur Apt. 922 Brianborough, MS 49303"
20653.46,2020-11-26,E,Senegal,special,39,Indirect,city,head,evidence,"8913 Perez Meadow Port Donaldshire, IN 66747"
97996.69,2020-07-02,A,Honduras,time,46,Indirect,attorney,vote,inside,"489 Morrison Falls Suite 665 Tinahaven, CA 96495"
49113.82,2021-09-01,B,Sudan,later,88,Capital,southern,those,base,"75158 Jeffrey Burgs South Elizabeth, KY 75569"
62777.52,2022-09-05,A,Bahrain,arm,77,Indirect,than,and,art,"8478 Rosario Village South Michael, VT 95055"
62240.35,2023-07-03,A,Cocos (Keeling) Islands,process,36,Direct,radio,total,vote,"88868 Smith Isle New Josephside, PA 75078"
22074.30,2021-05-08,E,Bangladesh,lose,27,Capital,recently,bed,west,USS Villegas FPO AE 52055
52402.98,2023-09-21,C,Ethiopia,up,1,Capital,natural,seat,official,"0839 Linda Hill Apt. 764 Manueltown, MS 28230"
14506.50,2020-12-20,B,Paraguay,any,87,Capital,institution,affect,world,"590 Kayla Burg Stephanieberg, IN 63153"
59985.11,2021-01-07,E,Romania,manage,100,Direct,attack,media,rise,Unit 4007 Box 7585 DPO AP 83011
32398.20,2021-10-28,E,Romania,action,29,Indirect,learn,tree,consider,"4252 Kayla Glens Villegasstad, NY 49913"
29162.80,2021-11-11,A,Mauritania,argue,77,Direct,unit,center,structure,"5100 Jason Ford Apt. 394 Robinsonmouth, KY 50840"
46859.33,2021-05-12,C,Saudi Arabia,too,29,Direct,also,itself,your,"32652 Kathryn Street Apt. 087 New Patricia, OR 90730"
26501.80,2023-03-14,D,Lithuania,professor,19,Capital,type,on,later,"178 Wall Springs Apt. 818 East Kimberly, NJ 92159"
65527.25,2022-07-26,B,Hungary,common,84,Direct,financial,important,someone,"351 Kelly Crossroad Suite 535 Levyton, NJ 88720"
63718.65,2020-09-05,A,Sao Tome and Principe,health,29,Indirect,cold,popular,when,"082 Sandra Well New Richard, CT 24680"
69597.54,2020-01-15,A,Russian Federation,and,5,Capital,career,need,center,"0293 Sarah Ranch Adamsburgh, UT 71500"
70104.34,2020-02-25,B,Morocco,seven,28,Indirect,including,product,man,"799 Scott Shoals North Theresa, TX 53812"
97697.85,2020-12-15,A,Cape Verde,dinner,86,Indirect,structure,child,truth,"7878 Park Inlet Suite 994 Carrieborough, NE 03140"
14301.96,2022-07-15,B,Anguilla,read,1,Indirect,including,identify,present,Unit 5859 Box 9009 DPO AA 72148
85397.44,2023-11-18,C,North Macedonia,material,42,Indirect,cause,outside,national,"02029 Logan Bypass West Davidmouth, HI 55545"
95017.27,2023-10-28,B,Montserrat,everyone,94,Capital,weight,good,cultural,Unit 0632 Box 7193 DPO AP 90040
34918.56,2023-04-04,D,Senegal,simply,5,Capital,expect,why,soon,"3411 Gonzalez Isle Port Latoya, MH 13390"
69854.46,2021-11-19,B,Kiribati,window,88,Capital,relationship,establish,big,"6260 Mary View Suite 745 East Martin, LA 26071"
51778.62,2023-05-23,C,Kiribati,direction,17,Capital,main,possible,build,Unit 9655 Box 0276 DPO AP 96890
91493.24,2021-07-23,B,Mauritania,free,79,Direct,develop,professional,exist,"301 Jason Lane Apt. 465 Grahamstad, AK 17563"
56059.28,2020-10-31,D,Namibia,wrong,51,Capital,hit,born,stock,"69988 Holloway Shores Suite 836 Amyville, TN 33863"
77350.62,2020-06-07,C,South Georgia and the South Sandwich Islands,rest,98,Capital,local,glass,not,"28875 Booth Trafficway Suite 414 South Jodiside, AZ 36038"
15870.63,2022-12-19,B,Saint Kitts and Nevis,heart,18,Indirect,hundred,style,value,"719 Linda Cove Suite 466 Blakechester, VT 44356"
30217.20,2020-09-14,B,Thailand,far,81,Indirect,enough,beat,across,"5304 Vargas Parkway Suite 267 Anthonyshire, CA 69859"
6966.80,2021-11-10,B,United Arab Emirates,discuss,8,Direct,other,fine,lay,"01645 Randolph Ferry Apt. 811 East Anthony, AR 64145"
42118.29,2022-01-08,E,Switzerland,new,71,Indirect,different,event,whatever,"5735 Robin Drives East Victoria, CA 31699"
23128.48,2021-12-18,D,Bhutan,Democrat,18,Direct,take,woman,save,"818 Andrew Way Clineland, ND 72737"
98045.45,2020-06-09,C,Iran,stage,58,Direct,American,measure,arm,"2867 Andrew Turnpike Port Pamelafort, WA 02898"
89025.52,2022-07-01,D,Luxembourg,rich,84,Direct,still,sense,great,"PSC 3447, Box 5760 APO AP 77360"
90372.84,2022-10-27,A,British Virgin Islands,toward,63,Capital,cause,executive,manager,"940 Charlotte Cliffs Suite 768 New Thomaston, VT 42690"
11235.90,2023-12-27,B,French Southern Territories,per,54,Capital,consider,natural,responsibility,"6684 Stephen Crossroad Apt. 623 New Gail, WA 72253"
3303.15,2021-07-11,A,Namibia,father,84,Direct,next,listen,they,"3656 Robinson Key Apt. 118 West Markmouth, NV 34666"
20920.48,2021-04-16,C,Comoros,camera,81,Indirect,performance,lead,hundred,"347 Denise Mountains Williamsshire, MN 79730"
70400.39,2021-06-03,A,Bahamas,control,26,Capital,side,arm,already,Unit 0552 Box 3000 DPO AE 81559
92428.44,2020-05-06,C,Tanzania,pass,73,Indirect,few,civil,civil,USNS Edwards FPO AE 15801
82507.76,2023-03-10,C,Spain,sense,72,Direct,everything,worry,best,"9059 Black Shore Apt. 374 South Tarashire, DE 40208"
71697.42,2022-01-19,B,Korea,direction,26,Direct,into,person,notice,"787 Sanchez Parkways Lake Joshua, NJ 94793"
56147.93,2020-12-20,D,Singapore,building,8,Indirect,tell,man,people,"61435 Gabrielle Islands Apt. 869 New Johnmouth, ME 22293"
61373.11,2021-08-08,D,Afghanistan,item,28,Indirect,story,fear,edge,"143 Wright Spring Apt. 330 Port Raymondmouth, NE 58343"
21879.55,2020-03-26,D,Fiji,office,34,Direct,part,walk,stand,"9830 Gordon Branch Suite 366 Lake Dawn, IL 72401"
